"","V1","V2","V3","V4","V5"
"788","ARKD9S41187B997CA6",52.94922,-1.14392,"TRAZNDO12903CF3CE6","Lorna"
"789","ARKEFM61187B9A8202",30.99688,-94.82807,"TRAJXUS128F9309CEE","Moon Mullican"
"790","ARKETDZ1187B9B2566",50.82607,7.28021,"TRAFNVU128F932361A","Marlene Dietrich"
"791","ARKGGBJ122ECCBAC65",41.51776,-72.75753,"TRANVGD12903CD9262","Arika Kane"
"792","ARKKPRW1187FB4D81E",38.99792,-105.55096,"TRAKKZM128F427CFD5","Equilibrium"
"793","ARKKTIY11F4C845817",49.38426,-84.75627,"TRAHZVZ128F9322915","Chris Vickery"
"794","ARKL75U1187FB5B8B6",43.01437,-88.23546,"TRARTBH128F93087A4","BoDeans"
"795","ARKMIBT11F4C8430D9",40.71455,-74.00712,"TRADKLT128F9304E1D","The Antlers"
"796","ARKON4P1187B98B291",50.3758,-4.13689,"TRAIIVU128F14AD113","Ron Goodwin"
"797","ARKOVFX11EBCD75758",34.05349,-118.24532,"TRAVNSS12903CAE1EF","Terje Lie"
"798","ARKPDFV1187B99804D",33.58608,-86.28641,"TRAPRWQ128F92E9CCD","Jeanne Pruett"
"799","ARKQ6QN1187B9B016D",52.05777,1.14378,"TRAHLMD128F146A75F","Photek"
"800","ARKQN8X1187B99221C",40.73197,-74.17418,"TRAJAZS12903CE7594","Joe Rogan"
"801","ARKQQZA12086C116FC",38.8991,-77.029,"TRAWBHE12903CBC4CB","B.o.B"
"802","ARKRQSV1187B99FB13",35.14968,-90.04892,"TRACOSY128F92F12B7","Deborah Allen"
"803","ARKRUIT11F50C4E6B1",-19.93272,145.77406,"TRASBUV128F933904E","Kooii"
"804","ARKSLFG1187B99DADD",54.31407,-2.23001,"TRATKXV128F92D0480","The Keys"
"805","ARKT5SH1187B9AE8BF",34.09834,-118.32674,"TRBDEKV128F426BDAF","Murderdolls"
"806","ARKU2GK1187B98C8AB",40.71455,-74.00712,"TRAQFDL128F427E823","The Jason Bonham Band"
"807","ARKU3Z61187FB51DCA",13.11199,-59.59895,"TRAIYDL128E0791583","Rihanna"
"808","ARKULSX1187FB45F84",39.49974,-111.54732,"TRARYHD128F9344512","Trafik"
"809","ARKV9PA1187B9A6963",51.51262,-0.47261,"TRAPCDS128F147E530","The Birds"
"810","ARKVMRR122CC3B110A",35.21962,-80.01955,"TRAJZDD128F425AA57","The Booth Brothers"
"811","ARKYI5T1187B99334F",35.21962,-80.01955,"TRACRNT128F426FA27","Janet Paschal"
"812","ARKZ68G1187B98B189",53.79449,-1.54658,"TRASYLV128E0794878","Gang Of Four"
"813","ARKZT1W1187FB54EEA",37.27188,-119.27023,"TRAXRAA128F931DFC4","Marilyn Scott"
"814","ARL3VGT1187FB40E8E",-34.60852,-58.37354,"TRAHIRO128F93093A1","Los Fabulosos Cadillacs"
"815","ARL3X871187B996C0C",41.00461,-76.45327,"TRBBXWQ128F93418EB","Lacy J. Dalton"
"816","ARL43EQ1187FB4D5EC",46.44231,-93.36586,"TRBDBKZ128F425D023","Throw The Fight"
"817","ARLB7A11187B9A331A",30.22403,-93.22011,"TRAXECH128F421B47F","Al Rapone"
"818","ARLBXGO11F4C83E520",27.9758,-81.54106,"TRAZFJI128EF357F94","Inspector 9"
"819","ARLDW2Y1187B9B544F",39.75911,-84.19444,"TRACXGH128F931686C","Tommy James & The Shondells"
"820","ARLDW6Z1187FB3F2A0",19.4319,-99.13285,"TRAAYTI128F933663B","Abraham Laboriel"
"821","ARLEYVQ122C86774EB",40.99471,-77.60454,"TRAQZUA12903CE65F2","Billy Price_ Fred Chapellier"
"822","ARLGUTA1187B9B605F",40.85715,-73.85678,"TRAWOBY128F931C18E","Terror Squad featuring Big Pun"
"823","ARLGWFM1187FB4AC9F",34.05349,-118.24532,"TRAYYGT12903CB11CC","Scarlet's Remains"
"824","ARLH4CH11C8A4173EC",42.2306,14.39059,"TRABLTP128F930DC6D","Creedence Clearwater Revived"
"825","ARLI9NJ1187B9911FB",35.67048,139.74092,"TRAJAYH128F427ADE6","Vodka Collins"
"826","ARLIIVS1187FB5583B",39.29055,-76.6096,"TRAMDDN128F4277101","Philip Glass"
"827","ARLJIGA122C849866D",56.95468,-98.30897,"TRAIUWA128F92FE8AA","Hot Live Guys"
"828","ARLJWTL1187B98C0DE",42.31256,-71.08868,"TRALCCO12903CEBB97","Modern Lovers"
"829","ARLLRL61187B9B6698",47.25513,-122.44165,"TRAXUBG128F9332164","The Sonics"
"830","ARLMRES11F4C83E1E1",44.11559,-120.51484,"TRAJLNF128F422658C","Barbara Lusch"
"831","ARLNMEP11C8A41519E",34.05349,-118.24532,"TRBCQQC128F4253DCD","Rockabye Baby!"
"832","ARLNSD41187FB4D9A0",42.50382,12.57347,"TRAIZWG128F428F82E","Sergio Franchi"
"833","ARLPXQE1187B99066C",-6.17144,106.82782,"TRAXFNM12903CE90D4","Bonita & Jerry Cormier"
"834","ARLQ5EV1187FB4491D",38.99792,-105.55096,"TRAHMQV12903CB2DB7","Don Francisco"
"835","ARLR9U31187B9A71AD",42.32807,-83.7336,"TRAIETL128F14B0696","The Stooges"
"836","ARLRHRM11E2835E415",51.26143,-1.09712,"TRAEWGT128F930A556","Mandi"
"837","ARLSGLC1187B9A969B",-25.7458,28.18759,"TRBGNBC128F423DCD8","Vana"
"838","ARLSGUY1187B98AEBC",37.16793,-95.84502,"TRAGXBL128F149EBA2","Crabby Appleton"
"839","ARLTWXK1187FB5A3F8",32.74863,-97.32925,"TRAIHXV128F14A5216","King Curtis with Jack Dupree"
"840","ARLTX751187B9A1828",33.52029,-86.8115,"TRAKYRW128F425979E","Frederick Knight"
"841","ARLV8S31187B988B71",46.71067,1.71819,"TRAJHCS128F93192B5","Georges Brassens"
"842","ARLWR721187B9A03C9",35.82213,-88.91599,"TRAYCID128F42437B6","T.G.Sheppard"
"843","ARLZ2LD1187B9B17FD",41.18466,-73.19907,"TRABPGO128F931B50C","Emilia"
"844","ARLZ3CF1187B98BD56",37.77916,-122.42005,"TRASRJY128F146AB74","Daryl Coley"
"845","ARLZLMN1187B9AD1CB",42.31256,-71.08868,"TRAJNYD128F9340A32","The Cars"
"846","ARLZN951187FB42E49",47.60356,-122.32944,"TRAFIQB128F423DCBA","Tad"
"847","ARM0RY81187B9AF248",34.05349,-118.24532,"TRACMZA128F423DD3E","Jerry Goldsmith"
"848","ARM3QKQ1187FB421E0",40.71455,-74.00712,"TRANNUW128F931B513","Willy DeVille"
"849","ARM4J201187B9B8B3B",-34.60852,-58.37354,"TRAHMAJ12903CA6CCB","Gustavo Santaolalla"
"850","ARM5JLS1187FB3615B",34.27611,-88.35068,"TRACLRS12903CE9386","Tammy Wynette"
"851","ARM7UY51187B993E17",40.71455,-74.00712,"TRARZBQ128F42649A6","Eddie Palmieri"
"852","ARM8EYV1187B9B144D",51.50632,-0.12714,"TRAWCTL12903CBD92A","Misty Roses"
"853","ARM9D241187FB4DB7D",45.43811,10.9915,"TRAUYLE128F424C824","Marygold"
"854","ARM9Q581187B98E984",25.7167,-103.2833,"TRABMJH128F931DF5D","Kinky"
"855","ARM9QAE1187B9AF687",-14.24292,-54.38783,"TRAICDV128F92EE216","Shaman"
"856","ARMAC4T1187FB3FA4C",40.82624,-74.47995,"TRAACER128F4290F96","The Dillinger Escape Plan"
"857","ARMAPSZ11F50C48146",40.994709,-77.604538,"TRBFAWS12903CF8E2E","Hollowtip"
"858","ARMB95F1187B9B5B93",40.8079,-73.9454,"TRAHOOP128F42B62AB","Cam'Ron / Juelz Santana"
"859","ARMBDNQ1187FB3F3EC",46.97933,28.39131,"TRACEPP128F93576FC","Arthur Tracy"
"860","ARMBR4Y1187B9990EB",37.77916,-122.42005,"TRACHTD128F92EE238","David Martin"
"861","ARMDBW21187FB37126",16.85576,-69.46854,"TRAZLCH12903CE3D6D","Grandmaster Flash"
"862","ARMEYJD1187B9A4522",41.82387,-71.41199,"TRAPYVH128F428CFD7","Daughters"
"863","ARMG34A1187FB548A8",30.08374,31.25536,"TRAMMDO128E0781A5D","Thomas Dolby"
"864","ARMGJ1W1187FB53EEC",27.9758,-81.54106,"TRADPJQ128F932E08D","Unison"
"865","ARMJAGH1187FB546F3",35.14968,-90.04892,"TRACWCV128F429D196","The Box Tops"
"866","ARMKO9M1187B9B0848",32.67828,-83.22295,"TRACRJZ128F4244626","Theodis Ealey"
"867","ARMM7T01187B9B31E0",37.27188,-119.27023,"TRAQCVQ128F92D2B3D","Frank Caliendo"
"868","ARMOE2A1187B991F89",51.16418,10.45415,"TRBFNGV12903D0F07F","Liquid Spill"
"869","ARMOHN71187FB3959F",33.6671,-117.76505,"TRARRQO128F427B5F5","Atreyu"
"870","ARMORUX11F50C4EEBF",31.1689,-100.07715,"TRAOHQC128F427FCD2","Terry Muska"
"871","ARMPRI31187FB4F7D9",39.37413,22.95775,"TRAITDY128F149431C","Vangelis"
"872","ARMQ32V1187B9999F3",52.88356,-1.97406,"TRAAMZB12903CAB002","Norrie Paramor"
"873","ARMRCET1187FB52049",33.99363,-117.97092,"TRARFQL128F931E523","Fergie"
"874","ARMRQF21187FB54D89",-1.9322,18.28471,"TRAIUYK128F9328FCA","Kanda Bongo Man"
"875","ARMSW7X1187FB5B504",34.05349,-118.24532,"TRACAOS128F42300B8","Dave Eggar"
"876","ARMT23H1187B995083",29.42449,-98.49462,"TRAJKQP128F427831F","Emilio"
"877","ARMTE8E1187FB5ACC2",32.96197,-93.13913,"TRAYJCG12903D081C4","Johnny Copeland"
"878","ARMVRLO11F4C846488",40.99471,-77.60454,"TRAXOIQ128F4279F9C","The Villas"
"879","ARMW4I01187B98AEF8",34.05349,-118.24532,"TRAZHAJ128F4289AE1","Tha Alkaholiks"
"880","ARMX0GY1187B98B62E",30.22032,-92.01705,"TRAMCHO128F427FA40","Lynn August"
"881","ARMYPSO11F50C49252",40.71455,-74.007118,"TRAGFSV12903CE532D","Dictators"
"882","ARMZJIZ1241B9CA2DB",37.16793,-95.84502,"TRAHEUP12903CA1AFC","The Jane Shermans"
"883","ARMZSTW1187B99DC0D",43.64856,-79.38533,"TRBDRCA128F9321DD9","Jericho"
"884","ARN0NCG1187B9911A9",43.29368,5.37249,"TRBEARH128F422A535","Vincenzo"
"885","ARN1J741187B99EFB9",38.8962,-121.07887,"TRAYUNC128F92DE84B","Cross Country"
"886","ARN1SGT1187B9AC5A4",18.11526,-77.27348,"TRAWRFC12903CF2624","Inner Circle"
"887","ARN2C4X1187B9B363C",26.12367,-80.14356,"TRAHIJE128F4243356","Jack Off Jill"
"888","ARN2ZKL1187FB3972B",37.16793,-95.84502,"TRAMMQW128F42621E1","The Distillers"
"889","ARN5NHX1187FB4F755",41.88415,-87.63241,"TRAMOPU128E07888FD","The Smashing Pumpkins"
"890","ARN6EWN1187B9A4600",29.89932,-93.92938,"TRAHDSO128F426B033","Jimmy Wyble"
"891","ARN6M7I1187FB4DEAF",37.27188,-119.27023,"TRAPYML128F423DF98","A Skylit Drive"
"892","ARN8NCB1187FB49652",46.20835,6.1427,"TRAHGJZ12903CCEA63","Lionel Rogg"
"893","ARN9GBH1187FB3FEF9",-22.97673,-43.19508,"TRAYPIT128F92EEC7C","Leo Gandelman"
"894","ARNBFWO1187FB4D1DD",37.27188,-119.27023,"TRADUTA128F931418A","William Coulter"
"895","ARNBIUE1187FB3E846",51.50632,-0.12714,"TRASSJE128F427927A","Benga"
"896","ARNBXZH122988F2C16",40.71455,-74.007118,"TRAXPDE12903CD45BE","Ambient Music Therapy"
"897","ARNDB1X1187B990AA0",34.05349,-118.24532,"TRAJOWK128F4263735","Suicidal Tendencies"
"898","ARNDBEM1187B9A2918",64.95014,26.06739,"TRABPUI12903CF22CE","Turisas"
"899","ARNDHMV1241B9C870B",41.38572,2.17005,"TRAYSDT128F42A5B9B","Pantanito"
"900","ARNE16X1187B9B2DEE",18.04552,-77.02659,"TRADRPV128F92E4B4A","Jimmy Cliff"
"901","ARNEL2O1187FB4421A",33.89627,-89.00018,"TRAJDRG128F4217923","Bukka White"
"902","ARNF6401187FB57032",40.79086,-73.96644,"TRAYZBA128F4264551","Sophie B. Hawkins"
"903","ARNFLMN1187FB50BB3",56.95468,-98.30897,"TRAUGNY12903CFEFB5","Chroma Key"
"904","ARNFTGS1187B9A465F",34.05349,-118.24532,"TRASYSY128F92F39F5","Circle Jerks"
"905","ARNHJHU1187B98F79C",4.65637,-74.11779,"TRANULO128F422E6FE","Nightfall"
"906","ARNHMFD1187FB3B3F6",40.72023,-73.24922,"TRAOZNT128F147089A","LL Cool J / Freeway"
"907","ARNI9J91187B9ACFCD",51.7562,-1.25949,"TRBDCAB128F92F7EE4","The Primitives"
"908","ARNILB71187B99EC88",34.05349,-118.24532,"TRAAWUM128F426009A","Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas"
"909","ARNITNO1187FB555D3",22.81751,-82.7603,"TRAMRWS128F14985A2","Arturo Sandoval"
"910","ARNJVSL1187B99AFD4",52.51607,13.37698,"TRACAQW128F428E2B7","2raumwohnung"
"911","ARNLE621187B98ECB5",41.26069,-95.93995,"TRAJOPH12903CE6732","Mannheim Steamroller"
"912","ARNLOIO11F4C841019",35.83073,-85.97874,"TRAHMGK128F423AB8B","Isaacs"
"913","ARNMHWR11F4C83B384",37.44466,-122.16079,"TRADYZC12903CCC8FA","Kingston Trio"
"914","ARNMUMC1187B9A7A38",55.8578,-4.24251,"TRAXNLL128EF34EF9F","Tigerstyle"
"915","ARNMWP51187FB3E963",41.88415,-87.63241,"TRAEWQN128F4286306","Curtis Mayfield"
"916","ARNNBW81187FB55594",52.94922,-1.14392,"TRACLDC128F427ADC7","We Show Up On Radar"
"917","ARNNHLN1187FB42912",29.07904,-110.94695,"TRACMTI128EF342A56","Yahir"
"918","ARNNKDK1187B98BBD5",45.80726,15.9676,"TRABBLU128F93349CF","Jinx"
"919","ARNNPJM1187FB3DB37",35.62327,-95.97585,"TRAKYMF12903CE85FB","Oscar Pettiford"
"920","ARNNQBT1187FB437C1",33.74907,-117.87394,"TRASQBA128F427B273","Belphegor"
"921","ARNPPTH1187B9AD429",51.4855,-0.37196,"TRAXQZA128F1463DEB","Jimmy Page / Robert Plant"
"922","ARNSAEA1187B9B908E",18.01361,-66.6149,"TRAHSWZ128F9332296","Cheo Feliciano"
"923","ARNUFGE1187B9B7881",40.85715,-73.85678,"TRAITOL128F148528B","THE CHIFFONS"
"924","ARNVH8S1187FB52F86",18.11526,-77.27348,"TRAAFUJ128F933F42B","Heavy D / McGruff"
"925","ARNZNFW122BCFCAB3B",53.89128,-68.43114,"TRALJBQ128F930BC02","Ino"
"926","ARO0QD41187FB3AB0A",34.05349,-118.24532,"TRAIVMM128F4266056","Keb'Mo'"
"927","ARO1D981187B9A0D24",40.71455,-74.00712,"TRALBGP12903CD2C2A","Al Duvall"
"928","ARO2PB81187B98EB4A",35.83073,-85.97874,"TRBBSZN128F930E4E7","Lari White"
"929","ARO32TC1187FB39461",35.83073,-85.97874,"TRAYOAE128F4238D42","Chico"
"930","ARO4H5M1187FB4384D",37.16793,-95.84502,"TRAHQZX12903CC457C","Adrenaline"
"931","ARO5T1P1187B9AC680",40.65507,-73.94888,"TRALFLE128F92E166E","Lou Reed"
"932","ARO7FES1187B9A59BE",43.1763,-76.27503,"TRAHBGV128F92F0790","M.I.K.E."
"933","ARO89GU1187B98ADA2",53.4796,-2.24881,"TRACGHY12903CE8831","Reni"
"934","ARO9XCZ1187B99C255",48.43434,-4.62141,"TRBDBXO128F42B3E45","Nolwenn Leroy"
"935","AROATPL1187FB48E12",34.16788,-111.9307,"TRAHGVP128F934B26C","UFO"
"936","AROBI4X1187B99550D",35.67484,-90.09876,"TRAWIDZ128F933A451","Ed Bruce"
"937","AROBQ0B1187FB404F6",30.42084,-87.21724,"TRACIEF128F4270573","Walter Jackson"
"938","AROBVNV1187FB3F36C",42.28107,-71.23605,"TRBFSPZ12903CB5230","Joey McIntyre"
"939","AROCP781187B98E2A3",49.38426,-84.75627,"TRAMPXI128F931154A","Tim Hughes"
"940","AROF4LP1187FB41C51",31.1689,-100.07715,"TRAOXJM128F4261E07","Selena"
"941","AROF8OV1187FB55B85",62.19845,17.55142,"TRAREDZ12903CFB6E3","Pelle Carlberg"
"942","AROGO6K1187B992A39",34.05349,-118.24532,"TRAVAXS128F932CB2A","Electrostatic"
"943","AROI2SN1187B98E9FD",34.05464,-117.75002,"TRAWEUP128F92E72BD","Kokane"
"944","AROIL3N1187B9A9975",33.6671,-117.76505,"TRAGTFI12903CA06E7","BLEED THE SKY"
"945","AROJ4RQ1187FB50102",39.73926,-89.50409,"TRAHKOV128F4295F9C","Pinch feat. Rudey Lee"
"946","AROJAG11187B9B71A3",51.50632,-0.12714,"TRAJPCX12903CE8ACB","The Chap"
"947","AROKDJ41187B9A7700",40.71455,-74.00712,"TRAEVTK128F9337030","Mindless Self Indulgence"
"948","AROLZEM1187B9A805E",64.55653,12.66538,"TRACAFR12903CD6701","Ashes to Ashes"
"949","AROMB601187B991317",40.65507,-73.94888,"TRAZFAV128F92F1459","Mae West"
"950","AROMMO41187B99F8FF",38.99792,-105.55096,"TRAHGSZ128F930C9A6","Jeff Wahl"
"951","ARON0YP1187FB4B465",40.71455,-74.00712,"TRAXZVZ128F93442AB","Fiona"
"952","ARONPP01187B995FB5",52.88356,-1.97406,"TRAGUMU128F92F6963","Cockney Rejects"
"953","AROOKC21187B9AE85C",-37.81753,144.96715,"TRAXDBM128E0785BD8","Missy Higgins"
"954","AROPBVQ1187FB36581",59.91228,10.74998,"TRBAORU128F92F8C48","Khold"
"955","ARORFIN1187FB3BE5C",43.0026,-83.7826,"TRAXBTV12903CD8399","Danielle Bollinger"
"956","AROSGVP1187B9B011F",53.41961,-8.24055,"TRAMBWQ12903CBE46F","The Clancy Brothers;Tommy Makem"
"957","AROUOZZ1187B9ABE51",40.79195,-73.94512,"TRAJFEM128F14A2DF4","Willie Bobo"
"958","AROVJWM1187B98E649",-37.90019,145.08084,"TRAQBTU128F931BB1D","Hot Club Of Cowtown"
"959","AROVY9L1187FB3A97C",35.83073,-85.97874,"TRBAPMY128F42578B1","George Hamilton IV"
"960","AROZFLY11F50C4F54F",27.9758,-81.54106,"TRBCJQH128F93143A6","Rainforest Trio"
"961","ARP06GY1187B98B0F0",42.33168,-83.04792,"TRAIGJV12903CEFD5E","Yami Bolo"
"962","ARP23RL1187FB497FE",18.11526,-77.27348,"TRARSFU12903CB2669","Ernest Ranglin / Floyd Lloyd"
"963","ARP2TO91187B9913EA",29.95369,-90.07771,"TRAFFCC128F9348D0D","Angélica María"
"964","ARP32X81187B99EBF5",42.33168,-83.04792,"TRACEBJ128EF343585","Vanessa Bell Armstrong"
"965","ARP5MSK1187B99A54C",34.0737,-90.49217,"TRAJENI128F9300B02","Jimmy Burns"
"966","ARP5P651187FB5397F",32.34922,-92.72139,"TRAXDVL12903D0C503","Jimmie Davis"
"967","ARP96FM1187B9AEA77",44.97903,-93.26493,"TRACZDR128F14599BC","Semisonic"
"968","ARPAAHK1187B9ABB00",49.26044,-123.11403,"TRAHUQT128F4281228","Nickelback"
"969","ARPAL0H1187B990A8E",37.97615,23.73641,"TRAUSOM128F9337BC3","Nana Mouskouri"
"970","ARPATQ21187B9ACAFC",53.4796,-2.24881,"TRAOAVW128F9318B5A","Happy Mondays"
"971","ARPBNLO1187FB3D52F",40.71455,-74.00712,"TRAJKXO12903CB5B7D","Tiny Tim"
"972","ARPC5161187B9AF35C",38.05157,-77.34762,"TRAQYRR128F92F8632","John Cephas & Phil Wiggins"
"973","ARPCDZM1187B996876",42.18419,-71.71818,"TRALYZR128F92CDD86","Dyango"
"974","ARPEJMN11F4C84080E",38.00335,-79.77127,"TRACHAL128F427DD25","New Roanoke Jug Band"
"975","ARPEPWU1187FB55B71",59.13349,10.22291,"TRBGYCS128F4277187","Limbonic Art"
"976","ARPEUYM1187FB4A97A",30.4951,-91.25276,"TRBHHCU128F148AF19","Slim Harpo"
"977","ARPFHN61187FB575F6",41.88415,-87.63241,"TRABCKL128F423A778","Lupe Fiasco"
"978","ARPFKK81187B99878D",39.14465,-89.10827,"TRAOJPT128F423F63E","Tex Williams"
"979","ARPGPI81187B98AEEA",34.16788,-111.9307,"TRABSEN128F424AA36","Chaotica"
"980","ARPGT071187B9A6512",35.53849,-76.62118,"TRAQDCD128F935F863","Guitar Shorty"
"981","ARPGYM11187FB4B1E1",35.83073,-85.97874,"TRAXXYI12903CC4FDC","Owsley"
"982","ARPH0O91187B99706D",53.41961,-8.24055,"TRAHPBP128E079367D","Taste"
"983","ARPHDQC11EBCD7802B",34.05349,-118.24532,"TRATSXR12903CE858B","Sara Melson"
"984","ARPISA41187FB3DE42",51.77045,0.64255,"TRAGPMR128F930C0D8","Humble Pie"
"985","ARPJNT81187B98AD36",38.25486,-85.7664,"TRAEVEE12903CEB465","Sylvester Weaver"
"986","ARPJTI51187B9B45FB",53.55334,9.99245,"TRAWMYN128F4269C97","Billie Ray Martin Feat. Ann Peebles"
"987","ARPKATM1187B9B76E6",41.30711,-72.92496,"TRAIJWN12903CF2C76","Hatebreed (int License)"
"988","ARPKK761187FB4D53C",40.10216,-85.67869,"TRASKII128F92FA33E","The Ataris"
"989","ARPKLK81187FB42AC9",43.91253,12.90542,"TRALFBU12903CC030F","Death SS"
"990","ARPN0NC1187B991591",33.51711,-90.18043,"TRAOMMU128F933878B","Guitar Slim"
"991","ARPOQKS1187B988FE2",27.9758,-81.54106,"TRAHUEG128F932C5FC","Ed Calle"
"992","ARPOV8N1187FB4D78F",39.95227,-75.16237,"TRAKWNS128F92E3B4E","Jimmy Nelson"
"993","ARPQ4Z01187FB3A736",29.42449,-98.49462,"TRAHDIR12903CEB9EE","Butthole Surfers"
"994","ARPRQSD12086C16679",38.2589,-92.43659,"TRAJGGP12903CCE582","The Incurables"
"995","ARPU5CQ1187FB4469F",40.71455,-74.00712,"TRAZVSQ12903CF4EBE","Art Ensemble Of Chicago"
"996","ARPUBU61187B98A4E6",53.26265,-2.13468,"TRBGKOU128F148C6C6","John Mayall"
"997","ARPXDY61187B9AD0A8",53.41961,-8.24055,"TRBDMNQ128F92DE877","Clannad"
"998","ARPYIBX1187B9B113E",57.70133,11.96689,"TRATGRG128F145310B","At The Gates"
"999","ARPZIIA1187FB4CB9F",5.87522,-162.4365,"TRASKBC128F9305D7D","Eldar"
"1000","ARQ05GM1187B990512",33.99604,-117.75801,"TRABEBP12903C9BA03","A Static Lullaby"
"1001","ARQ0BG21187B99ED8F",46.8132,8.22395,"TRATUFP12903CA5C1A","Mush"
"1002","ARQ0HOT1187B9A25FA",42.31256,-71.08868,"TRARRMK12903CDF793","Mistress"
"1003","ARQ6DNW1187FB4DF1D",36.83264,-76.29771,"TRAHWBI128F4234331","Deborah Coleman"
"1004","ARQ76LG1187B9ACD84",34.05349,-118.24532,"TRAOHPG12903CE4155","Black Flag"
"1005","ARQ91R31187FB38A88",37.82245,-85.69091,"TRAOOSW12903CBF122","Grandpa Jones"
"1006","ARQ9BO41187FB5CF1F",40.99471,-77.60454,"TRAOIBO128F422873B","John Davis"
"1007","ARQATWU1187B98EE26",40.14323,-74.72671,"TRARMWA128F424147D","Ill Nino"
"1008","ARQCHDN1187FB4C7C2",-22.97673,-43.19508,"TRACMJP128F9349362","Luiz Bonfa"
"1009","ARQDHPO1187B9A9F7C",30.68639,-88.05324,"TRAZXYE12903CF3E57","Anthony Watson"
"1010","ARQDONM1187B9BA1AD",34.19451,-90.5651,"TRAMJEO128F4228CDC","Junior Parker"
"1011","ARQESNI1187FB511EE",38.8991,-77.029,"TRAAIXN128F428027A","Morel"
"1012","ARQFPCY1187FB552CE",34.05349,-118.24532,"TRACTTU128F423E9BC","Sapo"
"1013","ARQFPFK1187FB533E1",41.88415,-87.63241,"TRBIACM128F930021A","Roger McGuinn"
"1014","ARQGYP71187FB44566",34.31109,-94.02978,"TRAICRD12903CDE044","Jimmy Wakely"
"1015","ARQHJLT11F50C4C101",41.51776,-72.75753,"TRAPMQO128F92FCD49","Bomb Squad"
"1016","ARQI60P1187FB464C9",42.98689,-81.24621,"TRAFFEQ12903CF4356","The Ocean"
"1017","ARQIB731187FB3BE17",42.31256,-71.08868,"TRAOJIB128F4285140","Arthur Fiedler;Earl Wild;Pasquale Cardillo"
"1018","ARQIWOW11F4C840FF1",38.2589,-92.43659,"TRAGIPY128F422D10B","Cumberland Quartet"
"1019","ARQJBXN1187B9B11D9",52.88356,-1.97406,"TRAXVJD128EF33EEC1","Thirst"
"1020","ARQL2SZ1187B99244B",31.1689,-100.07715,"TRADHBZ128F932D9E9","Nic Endo"
"1021","ARQMTJR1187FB42BB5",32.58507,-89.87374,"TRAYUNU128F4281E53","Mr Brown"
"1022","ARQMYTM1187FB4678C",36.06899,-79.7947,"TRANBWB128F429FB03","Josh White"
"1023","ARQOC971187B9910FA",42.73383,-84.59334,"TRAYLRT128F42605AF","The Verve Pipe"
"1024","ARQQARA1187FB3F2AB",39.41574,-77.41203,"TRAPUXT128F4230216","Lester Bowie"
"1025","ARQQP3Z1187FB5707B",53.55334,9.99245,"TRAJOYN128F9308712","Bert Kaempfert"
"1026","ARQUMH41187B9AF699",34.05349,-118.24532,"TRAHVGN128F1484412","Linkin Park"
"1027","ARQVC1L1187FB440DE",38.04859,-84.50032,"TRASRBB128F42AFD5C","Brian Littrell"
"1028","ARQXAUH1187B9BA010",33.90698,-88.95535,"TRABLSO128F14A4707","Bobbie Gentry"
"1029","ARQXJW51187B9AEE27",44.00118,-71.6342,"TRAZIQB128F934B755","Since The Flood"
"1030","ARQXM2T1187B98FF32",34.27798,-87.82828,"TRAVHIA128F1494B0C","Sonny James"
"1031","ARQZRQ11187B9A5918",35.2225,-80.83754,"TRBDBVP128F428EA51","John P. Kee"
"1032","ARR035B1187B99EF11",49.38426,-84.75627,"TRBHHAC128F92D8379","Leeroy Stagger"
"1033","ARR3ONV1187B9A2F59",54.31407,-2.23001,"TRACCUS128F92E1FEB","Muse"
"1034","ARR40ZV1187B9A10A8",40.99471,-77.60454,"TRAZLOO12903CA475D","Stern"
"1035","ARR575U1187B98FB97",38.8235,-75.92381,"TRAJRZL128F42699D5","The Perrys"
"1036","ARR7YYN1187FB5C015",30.6554,-97.00189,"TRAJPXP128F92E0ABE","Pee Wee Crayton"
"1037","ARR8AIK1187B9A0BCE",34.30138,-90.64208,"TRABMKR128F92CC02B","Eddie Boyd"
"1038","ARR9XHK1187FB3894D",46.71067,1.71819,"TRABJYQ128F92D57B1","Leila Chicot"
"1039","ARRBINW1187B98AE6D",40.65507,-73.94888,"TRAJHOM128F93080EB","Marcie Blane"
"1040","ARRC2JF1187B9B6A93",-24.9162,133.39311,"TRARKTI128F9310BA2","Bruce Rowland"
"1041","ARRCKE61187B99377F",40.88104,-74.1148,"TRAGRWL128F92FA2F6","Janice Robinson"
"1042","ARRDGGE11F4C843F32",37.77916,-122.42005,"TRAOTIN12903CBA431","Farlow-Kirch Band"
"1043","ARRDRI71187FB46EAA",40.65507,-73.94888,"TRAMWDI128F92FF678","Grizzly Bear"
"1044","ARRE5MX1187B992292",40.71455,-74.00712,"TRANMSK128F4234DD8","Frankie Negron"
"1045","ARRGJY81187B9B2878",39.76618,-86.44105,"TRBDKVO128F4225656","J-MACK"
"1046","ARRH2S81187B98C8AA",43.07295,-89.38669,"TRARTSA128F4291550","Bongzilla"
"1047","ARRHLSD11F4C845076",39.73926,-89.50409,"TRALMDI128F4242517","Freddie Roulette"
"1048","ARRHVGT1187B98D603",51.16418,10.45415,"TRAPPEH128F4294772","Dynamite Deluxe"
"1049","ARRHXNC1187B98C169",64.55653,12.66538,"TRAQLFD12903CE16C7","Melatonin"
